source_xlsx,source_row,legacy_code_reconstructed,variant_id,ownership_id,release_type,title
Bootlegs - +-1.xlsx,2,BJa,BOOT-0-0001,own-2000-001,bootleg,1977
Bootlegs - +-1.xlsx,3,BJb,BOOT-0-0002,,bootleg,1977
Bootlegs - +-1.xlsx,4,BJc,BOOT-0-0003,,bootleg,1977
Bootlegs - +-1.xlsx,5,BJd,BOOT-0-0004,,bootleg,1977
Bootlegs - +-1.xlsx,6,BJe,BOOT-0-0005,,bootleg,1977
Bootlegs - +-1.xlsx,7,B+1,BOOT-0-0006,,bootleg,1979
Bootlegs - +-1.xlsx,8,B+2,BOOT-0-0007,own-2000-002,bootleg,1979 BBC Recordings Radio Broadcast
Bootlegs - +-1.xlsx,9,B+3a,BOOT-0-0008,,bootleg,1979 Radio Sessions
Bootlegs - +-1.xlsx,10,B+3b,BOOT-0-0009,,bootleg,1979 Radio Sessions
Bootlegs - +-1.xlsx,11,B+3c,BOOT-0-0010,,bootleg,1979 Radio Sessions
Bootlegs - +-1.xlsx,12,B+3d,BOOT-0-0011,own-2000-003,bootleg,1979 Radio Sessions
Bootlegs - +-1.xlsx,13,B+3e,BOOT-0-0012,,bootleg,1979 Radio Sessions
Bootlegs - +-1.xlsx,14,B+3f,BOOT-0-0013,,bootleg,1979 Radio Sessions
Bootlegs - +-1.xlsx,15,B+3g,BOOT-0-0014,,bootleg,1979 Radio Sessions
Bootlegs - +-1.xlsx,16,B+4,BOOT-0-0015,,bootleg,1980
Bootlegs - +-1.xlsx,17,,BOOT-0-0016,own-2000-004,bootleg,24 hours
Bootlegs - +-1.xlsx,18,,BOOT-0-0017,own-2000-005,bootleg,24 hours
Bootlegs - +-1.xlsx,19,,BOOT-0-0018,own-2000-006,bootleg,+ - (plus minus)
Bootlegs - A.xlsx,2,,BOOT-A-0001,,bootleg,Abstract Sounds
Bootlegs - A.xlsx,3,,BOOT-A-0002,,bootleg,Abstract Sounds
Bootlegs - A.xlsx,4,,BOOT-A-0003,,bootleg,Abstract Sounds
Bootlegs - A.xlsx,5,,BOOT-A-0004,own-2000-007,bootleg,Abstract Sounds
Bootlegs - A.xlsx,6,,BOOT-A-0005,,bootleg,Abstract Sounds
Bootlegs - A.xlsx,7,,BOOT-A-0006,,bootleg,Abstract Sounds
Bootlegs - A.xlsx,8,,BOOT-A-0007,,bootleg,Abstract Sounds
Bootlegs - A.xlsx,9,,BOOT-A-0008,,bootleg,Abstract Sounds
Bootlegs - A.xlsx,10,,BOOT-A-0009,,bootleg,Abstract Sounds
Bootlegs - A.xlsx,11,BA1a,BOOT-0-0019,own-2000-008,bootleg,"A 30 Year Anniversary Tour 45
Joy Division / Buzzcocks - No Love lost (demo) / Whatever Happened To ?"
Bootlegs - A.xlsx,12,BA1b,BOOT-0-0020,,bootleg,"A 30 Year Anniversary Tour 45
Joy Division / Buzzcocks - No Love lost (demo) / Whatever Happened To ?"
Bootlegs - A.xlsx,13,BA1c,BOOT-0-0021,,bootleg,"A 30 Year Anniversary Tour 45
Joy Division / Buzzcocks - No Love lost (demo) / Whatever Happened To ?"
Bootlegs - A.xlsx,14,BA2,BOOT-A-0010,own-2000-009,bootleg,"Ajanta Cinema, Derby, UK, april 18, 1980"
Bootlegs - A.xlsx,15,,BOOT-A-0011,own-2000-010,bootleg,Ajanta Theatre Derby UK April 19th 1980 FM Broadcast
Bootlegs - A.xlsx,16,BA3,BOOT-A-0012,own-2000-011,bootleg,All God's Angels Beware
Bootlegs - A.xlsx,17,BA4,BOOT-A-0013,own-2000-012,bootleg,All the Lyrics
Bootlegs - A.xlsx,18,BA5,BOOT-A-0014,own-2000-013,bootleg,Alternate Unknown Pleasures
Bootlegs - A.xlsx,19,,BOOT-0-0022,,bootleg,(Alternate) Still
Bootlegs - A.xlsx,20,,BOOT-0-0023,own-2000-014,bootleg,(Alternate) Still
Bootlegs - A.xlsx,21,,BOOT-0-0024,,bootleg,(Alternate) Still
Bootlegs - A.xlsx,22,,BOOT-0-0025,,bootleg,(Alternate) Still
Bootlegs - A.xlsx,23,,BOOT-0-0026,,bootleg,(Alternate) Still
Bootlegs - A.xlsx,24,,BOOT-0-0027,,bootleg,(Alternate) Still
Bootlegs - A.xlsx,25,,BOOT-0-0028,,bootleg,(Alternate) Still
Bootlegs - A.xlsx,26,,BOOT-0-0029,,bootleg,(Alternate) Still
Bootlegs - A.xlsx,27,,BOOT-0-0030,,bootleg,(Alternate) Still
Bootlegs - A.xlsx,28,,BOOT-0-0031,,bootleg,(Alternate) Still
Bootlegs - A.xlsx,29,BA6a,BOOT-A-0015,own-2000-015,bootleg,Amsterdam
Bootlegs - A.xlsx,30,,BOOT-A-0016,,bootleg,Amsterdam
Bootlegs - A.xlsx,31,BA6b,BOOT-A-0017,,bootleg,Amsterdam
Bootlegs - A.xlsx,32,BA6c,BOOT-A-0018,,bootleg,Amsterdam
Bootlegs - A.xlsx,33,BA7a,BOOT-A-0019,,bootleg,Amsterdam 1980
Bootlegs - A.xlsx,34,BA7b,BOOT-A-0020,,bootleg,Amsterdam 1980
Bootlegs - A.xlsx,35,BA7c,BOOT-A-0021,,bootleg,Amsterdam 1980
Bootlegs - A.xlsx,36,BA7d,BOOT-A-0022,own-2000-016,bootleg,Amsterdam 1980
Bootlegs - A.xlsx,37,BA7e,BOOT-A-0023,,bootleg,Amsterdam 1980
Bootlegs - A.xlsx,38,BA7f,BOOT-A-0024,,bootleg,Amsterdam 1980
Bootlegs - A.xlsx,39,BA7g,BOOT-A-0025,,bootleg,Amsterdam 1980
Bootlegs - A.xlsx,40,BA7h,BOOT-A-0026,own-2000-017,bootleg,Amsterdam 1980
Bootlegs - A.xlsx,41,BA7i,BOOT-A-0027,,bootleg,Amsterdam 1980
Bootlegs - A.xlsx,42,BA7j,BOOT-A-0028,own-2000-018,bootleg,Amsterdam 1980
Bootlegs - A.xlsx,43,,BOOT-N-0001,own-2000-019,bootleg,"A New Dawn
(The Very Best Of Joy Division In Concert)"
Bootlegs - A.xlsx,44,BA8a,BOOT-N-0002,,bootleg,A New Dawn Fades
Bootlegs - A.xlsx,45,BA8b,BOOT-N-0003,own-2000-020,bootleg,A New Dawn Fades
Bootlegs - A.xlsx,46,BA8c,BOOT-N-0004,,bootleg,A New Dawn Fades
Bootlegs - A.xlsx,47,BA8d,BOOT-N-0005,,bootleg,A New Dawn Fades
Bootlegs - A.xlsx,48,BA8e,BOOT-N-0006,,bootleg,A New Dawn Fades
Bootlegs - A.xlsx,49,BA8f,BOOT-N-0007,,bootleg,A New Dawn Fades
Bootlegs - A.xlsx,50,BA9a,BOOT-A-0029,own-2000-021,bootleg,Another Ideal for Killing
Bootlegs - A.xlsx,51,BA9b,BOOT-A-0030,,bootleg,Another Ideal for Killing
Bootlegs - A.xlsx,52,BA9c,BOOT-A-0031,,bootleg,Another Ideal for Killing
Bootlegs - A.xlsx,53,BI5a,BOOT-0-0032,own-2000-022,bootleg,"(Warsaw) An Ideal for Living, the Demos"
Bootlegs - A.xlsx,54,BI5b,BOOT-0-0033,own-2000-023,bootleg,"(Warsaw) An Ideal for Living, Pre Joy Division Demos"
Bootlegs - A.xlsx,55,,BOOT-A-0032,,bootleg,As Darkness Falls
Bootlegs - A.xlsx,56,,BOOT-A-0033,,bootleg,As Darkness Falls
Bootlegs - A.xlsx,57,BA10a,BOOT-A-0034,,bootleg,Asylum Doors
Bootlegs - A.xlsx,58,BA10b,BOOT-A-0035,,bootleg,Asylum Doors
Bootlegs - A.xlsx,59,BA10c,BOOT-A-0036,own-2000-024,bootleg,Asylum Doors
Bootlegs - A.xlsx,60,BA10d,BOOT-A-0037,,bootleg,Asylum Doors
Bootlegs - A.xlsx,61,BA10e,BOOT-A-0038,,bootleg,Asylum Doors
Bootlegs - A.xlsx,62,BA10f,BOOT-A-0039,,bootleg,Asylum Doors
Bootlegs - A.xlsx,63,BA10g,BOOT-A-0040,,bootleg,Asylum Doors
Bootlegs - A.xlsx,64,BA10h,BOOT-A-0041,,bootleg,Asylum Doors
Bootlegs - A.xlsx,65,BA10i,BOOT-A-0042,,bootleg,Asylum Doors
Bootlegs - A.xlsx,66,BA10j,BOOT-A-0043,,bootleg,Asylum Doors
Bootlegs - A.xlsx,67,BA10k,BOOT-A-0044,,bootleg,Asylum Doors
Bootlegs - A.xlsx,68,BA10l,BOOT-A-0045,,bootleg,Asylum Doors
Bootlegs - A.xlsx,69,BA10m,BOOT-A-0046,,bootleg,Asylum Doors
Bootlegs - A.xlsx,70,BA10n,BOOT-A-0047,,bootleg,Asylum Doors
Bootlegs - A.xlsx,71,BA11,BOOT-A-0048,own-2000-025,bootleg,At An Earlier Date
Bootlegs - A.xlsx,72,BA12,BOOT-A-0049,,bootleg,At last
Bootlegs - A.xlsx,73,BA13a,BOOT-A-0050,own-2000-026,bootleg,Atmosphere
Bootlegs - A.xlsx,74,BA13b,BOOT-A-0051,,bootleg,Atmosphere
Bootlegs - A.xlsx,75,BA14,BOOT-A-0052,,bootleg,Atrocity Exhibition - The Visitor
Bootlegs - A.xlsx,76,BA15,BOOT-A-0053,own-2000-027,bootleg,Atrocity Exhibition (Warsaw)
Bootlegs - A.xlsx,77,BA16a,BOOT-A-0054,own-2000-028,bootleg,Atrocity Exhibition
Bootlegs - A.xlsx,78,BA16b,BOOT-A-0055,,bootleg,Atrocity Exhibition
Bootlegs - A.xlsx,79,BA16c,BOOT-A-0056,,bootleg,Atrocity Exhibition
Bootlegs - A.xlsx,80,BA16d,BOOT-A-0057,,bootleg,Atrocity Exhibition
Bootlegs - A.xlsx,81,BA17a,BOOT-A-0058,own-2000-029,bootleg,The Atrocity Exhibition
Bootlegs - A.xlsx,82,BA17b,BOOT-A-0059,,bootleg,The Atrocity Exhibition
Bootlegs - A.xlsx,83,BA18,BOOT-A-0060,own-2000-030,bootleg,Atrocity Exhibition: Live in Paris 79
Bootlegs - A.xlsx,84,,BOOT-A-0061,,bootleg,Au Plan K
Bootlegs - A.xlsx,85,,BOOT-A-0062,,bootleg,Au Plan K
Bootlegs - A.xlsx,86,BA19,BOOT-A-0063,,bootleg,Aus Grauer Städte Mauern
Bootlegs - A.xlsx,87,BA20a,BOOT-A-0064,,bootleg,Autosuggestion
Bootlegs - A.xlsx,88,BA20b,BOOT-A-0065,,bootleg,Autosuggestion
Bootlegs - A.xlsx,89,BA20c,BOOT-A-0066,,bootleg,Autosuggestion
Bootlegs - A.xlsx,90,BA20d,BOOT-A-0067,,bootleg,Autosuggestion
Bootlegs - A.xlsx,91,BA20e,BOOT-A-0068,,bootleg,Autosuggestion
Bootlegs - A.xlsx,92,BA20f,BOOT-A-0069,,bootleg,Autosuggestion
Bootlegs - A.xlsx,93,BA20g,BOOT-A-0070,,bootleg,Autosuggestion
Bootlegs - A.xlsx,94,BA20h,BOOT-A-0071,,bootleg,Autosuggestion
Bootlegs - A.xlsx,95,BA20i,BOOT-A-0072,,bootleg,Autosuggestion
Bootlegs - A.xlsx,96,BA20j,BOOT-A-0073,,bootleg,Autosuggestion
Bootlegs - A.xlsx,97,BA20k,BOOT-A-0074,,bootleg,Autosuggestion
Bootlegs - A.xlsx,98,BA20l,BOOT-A-0075,,bootleg,Autosuggestion
Bootlegs - A.xlsx,99,BA20m,BOOT-A-0076,,bootleg,Autosuggestion
Bootlegs - A.xlsx,100,BA20n,BOOT-A-0077,,bootleg,Autosuggestion
Bootlegs - A.xlsx,101,BA20o,BOOT-A-0078,,bootleg,Autosuggestion
Bootlegs - A.xlsx,102,BA20p,BOOT-A-0079,,bootleg,Autosuggestion
Bootlegs - A.xlsx,103,BA20q,BOOT-A-0080,,bootleg,Autosuggestion
Bootlegs - A.xlsx,104,,BOOT-A-0081,,bootleg,Autosuggestion
Bootlegs - A.xlsx,105,,BOOT-A-0082,,bootleg,Autosuggestion
Bootlegs - A.xlsx,106,,BOOT-A-0083,,bootleg,Autosuggestion
Bootlegs - A.xlsx,107,,BOOT-A-0084,,bootleg,Autosuggestion
Bootlegs - A.xlsx,108,,BOOT-A-0085,,bootleg,Autosuggestion
Bootlegs - A.xlsx,109,,BOOT-A-0086,,bootleg,Autosuggestion
Bootlegs - A.xlsx,110,,BOOT-A-0087,,bootleg,Autosuggestion
Bootlegs - A.xlsx,111,BA20r,BOOT-A-0088,own-2000-031,bootleg,Autosuggestion
Bootlegs - A.xlsx,112,BA20s,BOOT-A-0089,,bootleg,Autosuggestion
Bootlegs - A.xlsx,113,BA20t,BOOT-A-0090,,bootleg,Autosuggestion
Bootlegs - A.xlsx,114,BA20u,BOOT-A-0091,,bootleg,Autosuggestion
Bootlegs - A.xlsx,115,BA20v,BOOT-A-0092,,bootleg,Autosuggestion
Bootlegs - A.xlsx,116,BA20w,BOOT-A-0093,,bootleg,Autosuggestion
Bootlegs - A.xlsx,117,BA20x,BOOT-A-0094,,bootleg,Autosuggestion
Bootlegs - A.xlsx,118,BA21,BOOT-A-0095,own-2000-032,bootleg,Auto-Suggestion
Bootlegs - B.xlsx,2,BB1,BOOT-B-0001,own-2000-033,bootleg,Band on The Wall
Bootlegs - B.xlsx,3,BB2a,BOOT-B-0002,,bootleg,Beginning Of The End
Bootlegs - B.xlsx,4,BB2b,BOOT-B-0003,,bootleg,Beginning Of The End
Bootlegs - B.xlsx,5,BB2c,BOOT-B-0004,own-2000-034,bootleg,Beginning Of The End
Bootlegs - B.xlsx,6,BB2d,BOOT-B-0005,,bootleg,Beginning Of The End
Bootlegs - B.xlsx,7,BB2e,BOOT-B-0006,,bootleg,Beginning Of The End
Bootlegs - B.xlsx,8,BB2f,BOOT-B-0007,,bootleg,Beginning Of The End
Bootlegs - B.xlsx,9,BB2g,BOOT-B-0008,,bootleg,Beginning Of The End
Bootlegs - B.xlsx,10,BB2h,BOOT-B-0009,,bootleg,Beginning Of The End
Bootlegs - B.xlsx,11,BB2i,BOOT-B-0010,,bootleg,Beginning Of The End
Bootlegs - B.xlsx,12,BB2j,BOOT-B-0011,,bootleg,Beginning Of The End
Bootlegs - B.xlsx,13,BB2k,BOOT-B-0012,,bootleg,Beginning Of The End
Bootlegs - B.xlsx,14,BB2l,BOOT-B-0013,,bootleg,Beginning Of The End
Bootlegs - B.xlsx,15,BB2m,BOOT-B-0014,,bootleg,Beginning Of The End
Bootlegs - B.xlsx,16,BB2n,BOOT-B-0015,,bootleg,Beginning Of The End
Bootlegs - B.xlsx,17,BB2o,BOOT-B-0016,,bootleg,Beginning Of The End
Bootlegs - B.xlsx,18,BB2p,BOOT-B-0017,own-2000-035,bootleg,Beginning Of The End
Bootlegs - B.xlsx,19,BB2q,BOOT-B-0018,,bootleg,Beginning Of The End
Bootlegs - B.xlsx,20,BB2r,BOOT-B-0019,,bootleg,Beginning Of The End
Bootlegs - B.xlsx,21,BB2s,BOOT-B-0020,,bootleg,Beginning Of The End
Bootlegs - B.xlsx,22,BB2t,BOOT-B-0021,,bootleg,Beginning Of The End
Bootlegs - B.xlsx,23,BB2u,BOOT-B-0022,,bootleg,Beginning Of The End
Bootlegs - B.xlsx,24,BB2u,BOOT-B-0023,,bootleg,Beginning Of The End
Bootlegs - B.xlsx,25,BB2v,BOOT-B-0024,,bootleg,Beginning Of The End
Bootlegs - B.xlsx,26,BB2w,BOOT-B-0025,,bootleg,Beginning Of The End
Bootlegs - B.xlsx,27,BB2x,BOOT-B-0026,,bootleg,Beginning Of The End
Bootlegs - B.xlsx,28,BB2x,BOOT-B-0027,,bootleg,Beginning Of The End
Bootlegs - B.xlsx,29,BB2x,BOOT-B-0028,,bootleg,Beginning Of The End
Bootlegs - B.xlsx,30,BB2x,BOOT-B-0029,,bootleg,Beginning Of The End
Bootlegs - B.xlsx,31,BB2y,BOOT-B-0030,,bootleg,Beginning Of The End
Bootlegs - B.xlsx,32,BB3a,BOOT-B-0031,own-2000-036,bootleg,Black Souls 02.08.79
Bootlegs - B.xlsx,33,BB3b,BOOT-B-0032,,bootleg,Black Souls 02.08.80
Bootlegs - B.xlsx,34,BB4a,BOOT-B-0033,own-2000-037,bootleg,Boulevard Of Broken Dreams
Bootlegs - B.xlsx,35,BB4b,BOOT-B-0034,,bootleg,Boulevard Of Broken Dreams
Bootlegs - B.xlsx,36,BB4c,BOOT-B-0035,,bootleg,Boulevard Of Broken Dreams
Bootlegs - B.xlsx,37,BB4d,BOOT-B-0036,,bootleg,Boulevard Of Broken Dreams
Bootlegs - B.xlsx,38,BB5a,BOOT-B-0037,own-2000-038,bootleg,Bournemouth
Bootlegs - B.xlsx,39,BB5b,BOOT-B-0038,,bootleg,Bournemouth
Bootlegs - B.xlsx,40,,BOOT-B-0039,,bootleg,Bowdon Vale Youth Club
Bootlegs - B.xlsx,41,BB6,BOOT-L-0001,,bootleg,"Live ! Bowdon Vale Youth Club, Altringham 14.3.79"
Bootlegs - B.xlsx,42,,BOOT-B-0040,own-2000-039,bootleg,Box File
Bootlegs - B.xlsx,43,,BOOT-B-0041,,bootleg,Box File
Bootlegs - B.xlsx,44,,BOOT-B-0042,,bootleg,Box File
Bootlegs - B.xlsx,45,,BOOT-B-0043,,bootleg,Box File
Bootlegs - B.xlsx,46,,BOOT-B-0044,,bootleg,Box File
Bootlegs - B.xlsx,47,,BOOT-B-0045,,bootleg,Box File
Bootlegs - B.xlsx,48,,BOOT-B-0046,,bootleg,A Buzz in Guildford
Bootlegs - B.xlsx,49,,BOOT-B-0047,,bootleg,A Buzz in Guildford
Bootlegs - B.xlsx,50,,BOOT-B-0048,,bootleg,A Buzz in Guildford
Bootlegs - B.xlsx,51,,BOOT-B-0049,,bootleg,A Buzz in Guildford
Bootlegs - B.xlsx,52,,BOOT-B-0050,,bootleg,A Buzz in Guildford
Bootlegs - C.xlsx,2,BC1,BOOT-C-0001,own-2000-040,bootleg,Candidate
Bootlegs - C.xlsx,3,BC2a,BOOT-C-0002,own-2000-041,bootleg,A Christmas Of Joy (Division)
Bootlegs - C.xlsx,4,BC2b,BOOT-C-0003,,bootleg,A Christmas Of Joy (Division)
Bootlegs - C.xlsx,5,BC2c,BOOT-C-0004,own-2000-042,bootleg,A Christmas Of Joy (Division)
Bootlegs - C.xlsx,6,BC3a,BOOT-C-0005,,bootleg,Ceremony
Bootlegs - C.xlsx,7,BC3b,BOOT-C-0006,,bootleg,Ceremony
Bootlegs - C.xlsx,8,BC3c,BOOT-C-0007,,bootleg,Ceremony
Bootlegs - C.xlsx,9,BC3d,BOOT-C-0008,own-2000-043,bootleg,Ceremony
Bootlegs - C.xlsx,10,BC3e,BOOT-C-0009,,bootleg,Ceremony
Bootlegs - C.xlsx,11,BC3f,BOOT-C-0010,,bootleg,Ceremony
Bootlegs - C.xlsx,12,BC3g,BOOT-C-0011,,bootleg,Ceremony
Bootlegs - C.xlsx,13,BC3h,BOOT-C-0012,,bootleg,Ceremony
Bootlegs - C.xlsx,14,BC3i,BOOT-C-0013,,bootleg,Ceremony
Bootlegs - C.xlsx,15,BC3j,BOOT-C-0014,,bootleg,Ceremony
Bootlegs - C.xlsx,16,BC3k,BOOT-C-0015,,bootleg,Ceremony
Bootlegs - C.xlsx,17,BC3l,BOOT-C-0016,,bootleg,Ceremony
Bootlegs - C.xlsx,18,BC3m,BOOT-C-0017,,bootleg,Ceremony
Bootlegs - C.xlsx,19,BC3n,BOOT-C-0018,,bootleg,Ceremony
Bootlegs - C.xlsx,20,BC3o,BOOT-C-0019,,bootleg,Ceremony
Bootlegs - C.xlsx,21,BC3p,BOOT-C-0020,own-2000-044,bootleg,Ceremony
Bootlegs - C.xlsx,22,BC3q,BOOT-C-0021,,bootleg,Ceremony
Bootlegs - C.xlsx,23,BC3r,BOOT-C-0022,,bootleg,Ceremony
Bootlegs - C.xlsx,24,BC3s,BOOT-C-0023,,bootleg,Ceremony
Bootlegs - C.xlsx,25,BC3t,BOOT-C-0024,,bootleg,Ceremony
Bootlegs - C.xlsx,26,BC4a,BOOT-C-0025,,bootleg,Ceremony LP
Bootlegs - C.xlsx,27,BC4b,BOOT-C-0026,,bootleg,Ceremony LP
Bootlegs - C.xlsx,28,BC5,BOOT-C-0027,own-2000-045,bootleg,Closer live
Bootlegs - C.xlsx,29,,BOOT-C-0028,own-2000-046,bootleg,Closer Still in Concert
Bootlegs - C.xlsx,30,BC6,BOOT-C-0029,own-2000-047,bootleg,Closer To The Unknown
Bootlegs - C.xlsx,31,BC7a,BOOT-C-0030,own-2000-048,bootleg,Closer To The Unknown Treasures
Bootlegs - C.xlsx,32,BC7b,BOOT-C-0031,,bootleg,Closer To The Unknown Treasures
Bootlegs - C.xlsx,33,BC8,BOOT-C-0032,own-2000-049,bootleg,Closer To The Unknown Treasures Vol 2
Bootlegs - C.xlsx,34,BC9,BOOT-C-0033,own-2000-050,bootleg,Collector's Item
Bootlegs - C.xlsx,35,BC10,BOOT-C-0034,own-2000-051,bootleg,Colony Of Dead Souls
Bootlegs - C.xlsx,36,BC11a,BOOT-C-0035,own-2000-052,bootleg,Concert 18 Jan Effenaar
Bootlegs - C.xlsx,37,BC11b,BOOT-C-0036,own-2000-053,bootleg,Concert 18 Jan Effenaar
Bootlegs - C.xlsx,38,BC11c,BOOT-C-0037,,bootleg,Concert 18 Jan Effenaar
Bootlegs - C.xlsx,39,BC11d,BOOT-C-0038,,bootleg,Concert 18 Jan Effenaar
Bootlegs - C.xlsx,40,BC11e,BOOT-C-0039,,bootleg,Concert 18 Jan Effenaar
Bootlegs - C.xlsx,41,BC12,BOOT-C-0040,,bootleg,Confession
Bootlegs - C.xlsx,42,BC13a,BOOT-C-0041,own-2000-054,bootleg,Cross Of Iron
Bootlegs - C.xlsx,43,BC13b,BOOT-C-0042,,bootleg,Cross Of Iron
Bootlegs - C.xlsx,44,BC13c,BOOT-C-0043,,bootleg,Cross Of Iron
Bootlegs - C.xlsx,45,BC14a,BOOT-C-0044,,bootleg,A Cry for Help
Bootlegs - C.xlsx,46,BC14b,BOOT-C-0045,own-2000-055,bootleg,A Cry for Help
Bootlegs - D.xlsx,2,BD1a,BOOT-D-0001,,bootleg,Dance To The Radio
Bootlegs - D.xlsx,3,BD1b,BOOT-D-0002,own-2000-056,bootleg,Dance To The Radio
Bootlegs - D.xlsx,4,BD2a,BOOT-D-0003,own-2000-057,bootleg,Dance to the Radio Ajanta Theatre Derby UK April 19th 1980 - FM Broadcast
Bootlegs - D.xlsx,5,BD2b,BOOT-D-0004,,bootleg,Dance to the Radio Ajanta Theatre Derby UK April 19th 1980 - FM Broadcast
Bootlegs - D.xlsx,6,BD3a,BOOT-D-0005,own-2000-058,bootleg,Dante's Inferno
Bootlegs - D.xlsx,7,BD3b,BOOT-D-0006,own-2000-059,bootleg,Dante's Inferno
Bootlegs - D.xlsx,8,BD3c,BOOT-D-0007,own-2000-060,bootleg,Dante's Inferno
Bootlegs - D.xlsx,9,BD4a,BOOT-D-0008,,bootleg,A Darkness In My Soul
Bootlegs - D.xlsx,10,BD4b,BOOT-D-0009,,bootleg,A Darkness In My Soul
Bootlegs - D.xlsx,11,BD4c,BOOT-D-0010,,bootleg,A Darkness In My Soul
Bootlegs - D.xlsx,12,BD4d,BOOT-D-0011,,bootleg,A Darkness In My Soul
Bootlegs - D.xlsx,13,BD4e,BOOT-D-0012,,bootleg,A Darkness In My Soul
Bootlegs - D.xlsx,14,BD4f,BOOT-D-0013,,bootleg,A Darkness In My Soul
Bootlegs - D.xlsx,15,BD4g,BOOT-D-0014,,bootleg,A Darkness In My Soul
Bootlegs - D.xlsx,16,BD4h,BOOT-D-0015,,bootleg,A Darkness In My Soul
Bootlegs - D.xlsx,17,BD4i,BOOT-D-0016,,bootleg,A Darkness In My Soul
Bootlegs - D.xlsx,18,BD5a,BOOT-D-0017,,bootleg,Day of The Lords
Bootlegs - D.xlsx,19,BD5b,BOOT-D-0018,own-2000-061,bootleg,Day of The Lords
Bootlegs - D.xlsx,20,BD5c,BOOT-D-0019,,bootleg,Day of The Lords
Bootlegs - D.xlsx,21,BD5d,BOOT-D-0020,,bootleg,Day of The Lords
Bootlegs - D.xlsx,22,BD5e,BOOT-D-0021,,bootleg,Day of The Lords
Bootlegs - D.xlsx,23,BD5f,BOOT-D-0022,,bootleg,Day of The Lords
Bootlegs - D.xlsx,24,BD5g,BOOT-D-0023,,bootleg,Day of The Lords
Bootlegs - D.xlsx,25,BD5h,BOOT-D-0024,own-2000-062,bootleg,Day of The Lords
Bootlegs - D.xlsx,26,BD6a,BOOT-D-0025,,bootleg,Dead Soul(s)
Bootlegs - D.xlsx,27,BD6b,BOOT-D-0026,own-2000-063,bootleg,Dead Soul(s)
Bootlegs - D.xlsx,28,BD6c,BOOT-D-0027,,bootleg,Dead Soul(s)
Bootlegs - D.xlsx,29,BD7,BOOT-D-0028,own-2000-064,bootleg,Dead Souls
Bootlegs - D.xlsx,30,BD8,BOOT-D-0029,own-2000-065,bootleg,"Dead Souls, Exercise One"
Bootlegs - D.xlsx,31,BD9,BOOT-D-0030,,bootleg,Death
Bootlegs - D.xlsx,32,BD10a,BOOT-D-0031,own-2000-066,bootleg,Death Trip
Bootlegs - D.xlsx,33,BD10b,BOOT-D-0032,,bootleg,Death Trip
Bootlegs - D.xlsx,34,BD10c,BOOT-D-0033,own-2000-067,bootleg,Death Trip
Bootlegs - D.xlsx,35,BD10d,BOOT-D-0034,own-2000-068,bootleg,Death Trip
Bootlegs - D.xlsx,36,BD10e,BOOT-D-0035,,bootleg,Death Trip
Bootlegs - D.xlsx,37,BD10f,BOOT-D-0036,,bootleg,Death Trip
Bootlegs - D.xlsx,38,BD10g,BOOT-D-0037,,bootleg,Death Trip
Bootlegs - D.xlsx,39,BD11,BOOT-D-0038,own-2000-069,bootleg,Decades
Bootlegs - D.xlsx,40,BD12,BOOT-D-0039,own-2000-070,bootleg,Demos and Rare Tracks LP
Bootlegs - D.xlsx,41,BD13,BOOT-D-0040,own-2000-071,bootleg,Desperation Takes Hold
Bootlegs - D.xlsx,42,BD14,BOOT-D-0041,,bootleg,Die Kalten Winde Des Winters
Bootlegs - D.xlsx,43,BD14,BOOT-D-0042,,bootleg,Die Kalten Winde Des Winters
Bootlegs - D.xlsx,44,BD14,BOOT-D-0043,,bootleg,Die Kalten Winde Des Winters
Bootlegs - D.xlsx,45,BD14,BOOT-D-0044,,bootleg,Die Kalten Winde Des Winters
Bootlegs - D.xlsx,46,BD14,BOOT-D-0045,,bootleg,Die Kalten Winde Des Winters
Bootlegs - D.xlsx,47,BD14,BOOT-D-0046,,bootleg,Die Kalten Winde Des Winters
Bootlegs - D.xlsx,48,BD14,BOOT-D-0047,,bootleg,Die Kalten Winde Des Winters
Bootlegs - D.xlsx,49,BD14,BOOT-D-0048,,bootleg,Die Kalten Winde Des Winters
Bootlegs - D.xlsx,50,BL28,BOOT-D-0049,own-2000-072,bootleg,Die Kalten Winde Des Winters
Bootlegs - D.xlsx,51,BD15,BOOT-D-0050,own-2000-073,bootleg,Digital Glass
Bootlegs - D.xlsx,52,,BOOT-D-0051,,bootleg,Different Colors Different Shades
Bootlegs - D.xlsx,53,,BOOT-D-0052,,bootleg,Different Colors Different Shades
Bootlegs - D.xlsx,54,,BOOT-D-0053,,bootleg,Different Colors Different Shades
Bootlegs - D.xlsx,55,,BOOT-D-0054,,bootleg,Different Colors Different Shades
Bootlegs - D.xlsx,56,,BOOT-D-0055,,bootleg,Different Colors Different Shades
Bootlegs - D.xlsx,57,,BOOT-D-0056,own-2000-074,bootleg,Different Colors Different Shades
Bootlegs - D.xlsx,58,,BOOT-D-0057,,bootleg,Different Colors Different Shades
Bootlegs - D.xlsx,59,,BOOT-D-0058,,bootleg,Different Colors Different Shades
Bootlegs - D.xlsx,60,,BOOT-D-0059,,bootleg,Different Colors Different Shades
Bootlegs - D.xlsx,61,,BOOT-D-0060,,bootleg,Different Colors Different Shades
